owner,repo,number,title,comments,pr,bug,feature,unlabelled,reaction_p1,reaction_other
tidyverse,ggplot2,2991,coord_sf() doesn't adjust line size for graticule lines,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2990,Secondary axis doesn't show axis ticks or labels with coord_trans,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2986,Should we compact facet grid specs?,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2985,coord_sf() drops axis labels if graticules don't extend all the way to the plot boundary,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2983,breaks = NULL drops axis altogether,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2970,scale_x_discrete with numeric drops axis with no warning,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2964,geom_curve with curvature aesthetic,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2963,Reference lines break facet_wrap when facets are the product of a function,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2962,Update economics data,2,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2960,Ensure core developers are listed in chronological order,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2950,Warn when a supplied mapping is going to be overwritten by geom_hline / vline / abline,4,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2947,"using `stat_ydensity` with `geom = ""density""`---scaling the density line similar to `geom_violin`",0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2943,strange behavior with the margin of legend.text for R3.5,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2941,Vertical line and crossbar jitter being applied differently.,5,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2936,"Use .ignore_empty=""all"" for enquos()",0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2935,theme: Add different ticks length for different axes,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2934,theme: Add different ticks length for different axes,2,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2933,Add `space` argument to facet_wrap? ,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2932,Feature Request: Warning message and support for non-uniform tile sizes in geom_raster,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2926,Added documentation for the stat/geom_contour.,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2918,Enhancement: drop=FALSE should result in inclusion of unused factor levels in BOTH compution and visualization aspects of the analysis.,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2914,bad error when guides don't have any arguments passed into it,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2909,Move ggplot2 pkgdown site to this repo form ggplot2_docs,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2906,Datetime scales should accept oob argument,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2905,Error in Setting date limits inside geom_boxplot in ggplot2,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2902,`stat_density()` ignores `weight`,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2900,Normalise `weight` in `stat_density`,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2896,aes and aes_string return different plots,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2894,Allow hms object in breaks argument to scale_*_date,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2888,coord_fixed() option to force equally-spaced breaks,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2887,Should limits be enforced on the calculated geoms?,12,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2885,"geom_violin with draw_quantiles - ""Error in grid.Call.graphics(C_lines, x$x, x$y, index, x$arrow) : invalid hex digit in 'color' or 'lty'""",1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2883,geom_area() stacks y values for duplicated x values,11,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2882,Tag positioning not working?,8,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2880,`stat_summary_bin` strange behavior when combined with `scale_y_*`,7,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2876,All zero values with `scale_y_log10()` gives an error,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2873,geom_area doesn't respond to ymax aesthetic,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2865,Range for continuous alpha,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2863,Add section on colour blindness to colour scales,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2860,change bandwidth approach in stat_density2d to match stat_density,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2859,support loess in stat_density2d,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2851,Inconsistent Scale Management,3,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2850,ggplot throws an error when a data is zero row and the lengths of aesthetics are not zero,6,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2844,gap between fill and border in legend key,8,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2843,`legend.key.size` distorts vertical justification in bottom-aligned legends,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2829,geom_segment() and geom_curve() alpha does not affect transparency,6,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2828,Improve binwidth document in geom_histogram(),0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2818,Document i and j arguments in ?layer_xxx,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2817,(WIP) Implement new coord_mirror() and theme_rtl() for RtL plotting,6,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2815,"Awkward interaction between faceting, polar coordinates, and free scales",0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2810,facet_wrap() with two facets and reference layer that includes only one facet variable fails,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2801,"preserve = ""single"" breaks violin plots",1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2800,default `width` aesthetic of geom_errorbar does not impact plot,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2786,Add facet variants called subplots,5,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2785,geom_label() can't rotate text & gets descent heights wrong,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2784,Enable user-defined theme elements by making element tree part of the theme.,1,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2783,"preserve = ""single"" has no effect for continuous axes",1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2776,Documentation of stat_ellipse() is misleading,1,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2775,geom_col and geom_bar columns disappear when using scale_x_datetime(limits=),4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2772,"Facet labels on the left are not clipped, but all others are",0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2767,position_dodge2() works without a grouping variable in a layer,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2765,Apparent Inconsistency Between `Facet$setup_data` and `Facet$finish_data` usage,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2762,Strip placement default should be at left and outside of axis,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2757,geom_text throws error when angle = NA,11,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2756,"Circular error message - geom_bar, width, and stat-bin.",2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2749,Allow default geom aesthetics to be set from theme,16,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2740,Applying tidyverse style guide with styler,7,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2739,Different alignment of legend labels when removing the legend title,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2737,Move ggplot2 website to gh-pages branch,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2736,Update news links on ggplot2.tidyverse.org,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2734,ggplot_add.by(),2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2731,Move call to st_transform to transform,10,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2728,Should theme elements provided to guides inherit from plot theme?,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2724,R partial string matching can have unexpected results when theme elements are missing,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2708,odd interaction with car::Anova?,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2703,"annotation-logticks documentation contains errors, no plots",1,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2702,Proposal: Warning when using density2d + coord_map,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2701,Profile ggplot2 and grid performance ,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2700,Complete badging process for CII Best Practices,1,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2698,Increasing the margin/whitespace within facet panel borders,7,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2697,geom_spoke documentation lacks information,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2696,"inherit.aes ignored in geom_{ab,h,v}line",0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2693,Warn about use of $ in aes(),7,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2691,Register default scales via themes,2,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,ggplot2,2689,Facetting with complex expressions does not skip layers with missing data,8,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,ggplot2,2684,sf visual tests are unstable,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2675,aes() should accept `!!!` at its first and second argument,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2666,`limits` are not used for the domain of manual scales with named `values`,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2646,Request for Additional Documentation:  Creating new coords,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2630,Change the default estimation method for gam in geom_smooth(),1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,ggplot2,2627,Manual scales for specific levels only,8,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,ggplot2,2579,Separate aesthetic mappings for geoms and for stats,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,ggplot2,2552,Review all error messages,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2540,Enable User Defined Theme Elements,20,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,ggplot2,2525,sf graticules are drawn even if relevant theme elements are set to element_blank(),3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2480,position_dodge2() should handle both point and interval geoms,8,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,ggplot2,2472,stat_contour's breaks parameter is undocumented,2,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2465,Legend title is incorrectly aligned when horizontal,10,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,ggplot2,2454,scale_y_log10 Fails with a Very Large Range,1,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,ggplot2,2429,Order of colors in case variable is 'character',9,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,ggplot2,2423,Feature Request: facet_grid strip Widths (and Heights) Span Appropriate Panels,13,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,ggplot2,2406,Default aesthetics for stats can create unexpected legend titles,7,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,ggplot2,2365,"Creates an ""hvh"" direction in geom_step",0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2344,Add plot.title.background theme setting,3,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,ggplot2,2323,geom_histogram: boundary default + minor issue + doc improvement,7,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,ggplot2,2320,`breaks` argument in `stat_contour()` accepts function.,5,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,2047,`geom_bar` inconsistently handling date values,6,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,ggplot2,1904,Regression with width aesthetic in documentation,4,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,ggplot2,1903,Length of legend title affects justification of legend keys/labels?,2,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,ggplot2,1864,facet_grid with an expression cannot have margins,4,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,ggplot2,1516,Better way of handling parameters,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,ggplot2,1399,Create GeomCustom that uses a list-column of grobs,4,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,ggplot2,1312,scale_name property should be removed from Scale objects,5,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,ggplot2,1310,ScalesList-related functions should be moved into ggproto object,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,ggplot2,1239,Write vignette about grid,12,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,ggplot2,1237,Immutable flag for ggproto objects,5,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,glue,116,pkgdown site doesn't reflect CRAN release of 1.3.0,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,glue,115,glue::glue_sql() returns differently when with or without NA,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,glue,114,"Poor error message when ""missing"" format objects",0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,glue,112,Scalar glue,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,glue,108,feature request: glue for formulas,11,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,glue,107,More control over width in glue_collapse,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,glue,106,Should glue strings print with a header?,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,glue,104,Bullets and comma lists,2,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,glue,103,Should glue_sql_collapse() exist?,2,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,glue,102,Document use of `Id()` for `glue_sql()`,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,glue,100,Handling NULL inside braces,9,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,glue,99,Turn off non-ASCII test on CRAN,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,glue,98,Question on handling of `Date` with `glue_sql()`,2,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,glue,97,Consider adding `+` syntax,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,glue,88,Type stability of glue_collapse(),4,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,glue,87,Format helper,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,glue,86,Automatically format doubles,3,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,glue,84,Distinguish between `NULL` and `character()`,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,glue,82,Colors,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,glue,71,Document knitr engines,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,googledrive,239,How to use drive_auth non-interactively?,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,235,Report progress from high-level functions that use map(),0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,232,"Revisit, rationalize, and document user associated with README and articles",0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,229,Foreign caharacter file names,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,225,Is it possible to authenticate without browser? ,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,224,Authorizing multiple virtual machines from local session,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,223,"Unable to refresh token, with 'Error: HTTP error [401] Invalid Credentials'",6,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,214,Problem with download from scheduled script,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,210,full path of files,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,208,Update local tidytemplate w/ fixed pkgdown link,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,207,`drive_upload` doesn't use file extension when `type` is `NULL`,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,203,Empty trash,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,202,Unable to authorize from shinyapps.io server,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,201,Slow performance for very large Drive,8,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googledrive,180,Detailed work with permissions,2,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,googledrive,177,test team drive and domain functionality,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,googledrive,161,bulletize() helper,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,googledrive,152,Copy metadata in drive_cp()?,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,googledrive,150,get comments from docs,5,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,googledrive,136,Understanding publishing,6,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,googledrive,126,Batched requests,3,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,googledrive,123,"Provide workflows for the ""missing functions""",3,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,googledrive,108,Identify and create nonexistent part of path,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,googledrive,81,drive_read()?,2,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,googledrive,44,Uploading an R object w/o writing to file,1,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,googlesheets4,17,Import and re-export googledrive::as_id(),0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googlesheets4,12,Throw errors with a class,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googlesheets4,11,windows 10 (R 3.5.1) is not working,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googlesheets4,10,googlesheets4 not in CRAN,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googlesheets4,8,Should read_sheet() have a tz argument?,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googlesheets4,6,Think about checkboxes,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googlesheets4,5,Import from range-bearing URL,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googlesheets4,4,Optionally import empty cells,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,googlesheets4,3,Friction,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,415,write_sav crash if value label contains more than 127 characters in haven 2.0.0,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,414,retain as_factor.labelled method,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,413,read_por: imports incorrect values,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,412,read_por() invalid file or unsupported features (spss v25),3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,410,write_sav: wrong column names for tables with more than 10k columns,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,409,read_spss and write_spss: missing labels for strings,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,408,spaces not allowed in filepaths -- error message incorrectly says invalid column name,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,406,"""x and labels must be same type"" still not resolved when user_na = TRUE",0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,405,Write_sav splits long strings into multiple variables,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,403,Fix reference to sas7bcat file in man for read_sas,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,haven,402,na_tag and a vector of integers,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,401,write_dta can't write labelled doubles with decimal values ,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,399,Release haven 2.0.0,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,398,Use anyNA before expensive is.na,3,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,haven,396,time column in spss is different from time column of the same file imported in R,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,395,write_sav: long Cyrillic labels in factors cause crash,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,394,read_sas: encoding of .sas7bdat ,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,haven,392,write_sav() loses variable labels,12,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,haven,390,Add pillar printing - Rebase of #351,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,haven,381,read_sav trims longstrings,2,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,haven,370,Read subset of rows,6,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,haven,364,test that labels are unique,2,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,haven,290,Auto coerce SPSS 'nominal' and 'ordinal' variables to factors,2,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,haven,266,SPSS Error # 1405 when reading haven-created SAV files containing 256+ byte strings,18,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,haven,248,Import subset of columns,24,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,haven,224,The exported file cannot be opened by SAS,30,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,haven,219,Importing a variable with missing values but no labels,4,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,hms,61,Add vctrs support,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,hms,60,Invalid timestamp - overflow issue,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,hms,58,Correct reference link on r4ds,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,hms,53,Update local tidytemplate w/ fixed pkgdown link ,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,hms,45,#39,1,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,hms,44,#40,3,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,hms,40,`dhms` class should be implemented,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,hms,39,parser can be improved,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,hms,38, Implicit coercion when operating with strings ,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,hms,24,Dynamically install and uninstall as.hms.units() provided by the units package,1,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,hms,14,Alternate formatting options,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,734,Intersection of Overlapping Intervals returns Numeric(0),1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,732,Mathematical operations with infinite dates and datetimes,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,731,request: year/quarter/month/week/day sine/cosine for Machine Learning,5,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,729,Suggestion to support ISO week in the lubridate functions  ,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,727,parse_date_time struggling with mixed format,5,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,722,`dmy` function fails to parse Sept as September,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,721,vctrs integration,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,720,Error in addition of POSIXt and Period,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,719,Negative durations are displayed as positive,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,717,Don't export functions created with setGeneric(),5,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,714,`stamp` returning correct output in macOS but not in Docker,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,713,as_datetime returns POSIXlt,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,708,as.duration.Period and dyears are inconsistent,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,707,Zero-input constructors should return zero-length objects,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,706,"Deprecate `milliseconds()`, `microseconds()` etc",0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,705,Remove deprecated functions,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,704,Add a function for calculating an accounting calendar (4-4-5 and others),4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,699,Special-case lubridate::date() if x is missing,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,698,Month addition doesn't work for November?,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,693,"Conflict between dplyr and lubridate for `union`, `setdiff`, `intersect`",8,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,690,Feature Request: Extend Partial Date Support,7,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,685,mdy seems to behave incorrectly when passed spelled out numbers.,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,680,fiscal_start argument on the year() command,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,675,force_tz doesn't work on pure Dates,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,674,"character method for as_date forces `tz` arg when `format` present, doesn't use it",2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,672,Partial argument matches in ceiling_date,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,670,Error installing lubridate on Mac OS X 10.6.8,7,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,669,lubridate is giving error when the leading zero is missing for either day or month in ymd format.,2,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,666,Error installing on Debian,5,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,647,Use lubridate.verbose for all message calls (fixes #173),0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,638,Functions for working with/extracting information from interval objects,6,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,631,Stamp fails on a basic input,0,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,lubridate,619,Changing a characteristic (second) automatically changes the timezone,14,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,617,Dekadal intervals and dekadal date format,3,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,582,Add R 3.1 and 3.2 support,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,552,Parsing oddity with ymd_hms,2,FALSE,FALSE,FALSE,FALSE,0,0
