Package,Title,Version,Authors@R,Description,License,Encoding,LazyData,URL,BugReports,RoxygenNote,NeedsCompilation,Packaged,Author,Maintainer,Repository,Date/Publication,crandb_file_date,date,MD5sum,Type,VignetteBuilder,Collate,Language,Date,LazyLoad,Roxygen,SaveImage,Extends,ByteCompile,SystemRequirements,X-CRAN-Comment,X-CRAN-Original-Maintainer,Note,Remotes,X-CRAN-Original-Package,Suggest,Copyright,Additional_repositories,Biarch,URLNote,BuildManual,MailingList,Authors,RdMacros,X-schema.org-applicationCategory,X-schema.org-keywords,X-schema.org-isPartOf,Revision,Repository/R-Forge/Project,Repository/R-Forge/Revision
rkdb,R Client for 'kdb+',0.9.0,"c(
person(""Sergey"",""Vidyuk"",      role=c(""aut"",""cre""), email=""svidyuk@gmail.com""),
person(""Chris"",""Burke"", role=c(""ctb"")),
person(""Niall"",""Dalton"",role=c(""ctb"")),
person(""Rory"",""Winston"",role=c(""ctb""))
)",A 'kdb+' driver and interface for R. Connect and execute queries against 'kdb+' database and analytics platform from 'Kx Systems'(<https://kx.com>).,Apache License 2.0 | file LICENSE,NA,NA,https://github.com/KxSystems/rkdb,https://github.com/KxSystems/rkdb/issues,6.0.1,yes,2017-06-06 23:06:28 UTC; sergey,"Sergey Vidyuk [aut, cre],
Chris Burke [ctb],
Niall Dalton [ctb],
Rory Winston [ctb]",Sergey Vidyuk <svidyuk@gmail.com>,CRAN,2017-06-07 05:36:54 UTC,2017-06-07 05:59:53,2017-06-07T04:36:54+00:00,5108625bff636f8e0a7ff6e553f795f7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GNU make,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,personal-kpdbplus@googlegroups.com,NA,NA,NA,NA,NA,NA,NA,NA
RMariaDB,Database Interface and 'MariaDB' Driver,1.0-2,"c(
person(""Kirill"", ""Müller"", email = ""krlmlr+r@mailbox.org"", role = c(""aut"", ""cre"")),
person(""Jeroen"", ""Ooms"", role = ""aut""),
person(""David"", ""James"", role = ""aut""),
person(""Saikat"", ""DebRoy"", role = ""aut""),
person(""Hadley"", ""Wickham"", role = ""aut""),
person(""Jeffrey"", ""Horner"", role = ""aut""),
person(""RStudio"", role = ""cph""),
person(""Kungliga Tekniska Högskolan"", role = ""ctb"", comment = ""Source code for timegm""))",Implements a 'DBI'-compliant interface to 'MariaDB' (<https://mariadb.org/>) and 'MySQL' (<https://www.mysql.com/>) databases.,GPL-2,UTF-8,NA,"https://github.com/rstats-db/RMariaDB,
https://downloads.mariadb.org/connector-c/",https://github.com/rstats-db/RMariaDB/issues,6.0.1,yes,2017-10-03 19:31:11 UTC; muelleki,"Kirill Müller [aut, cre],
Jeroen Ooms [aut],
David James [aut],
Saikat DebRoy [aut],
Hadley Wickham [aut],
Jeffrey Horner [aut],
RStudio [cph],
Kungliga Tekniska Högskolan [ctb] (Source code for timegm)",Kirill Müller <krlmlr+r@mailbox.org>,CRAN,2017-10-04 08:39:30 UTC,2017-10-04 08:41:52,2017-10-04T07:39:30+00:00,d555c30df970b29dae1baac14885de0f,NA,NA,"'MariaDBConnection.R' 'MariaDBDriver.R' 'MariaDBResult.R'
'RMariaDB.R' 'RcppExports.R' 'coerce.R' 'connect.R' 'default.R'
'export.R' 'query.R' 'quote.R' 'rownames.R' 'table.R'
'transaction.R' 'utils.R' 'zzz.R'",NA,NA,NA,NA,NA,NA,NA,"libmariadb-client-lgpl-dev or libmysqlclient-dev
(deb), mariadb-connector-c-devel or mariadb-devel (rpm),
mariadb-connector-c or mysql-connector-c (brew)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMariaDB,Database Interface and 'MariaDB' Driver,1.0-4,"c(
person(""Kirill"", ""Müller"", email = ""krlmlr+r@mailbox.org"", role = c(""aut"", ""cre"")),
person(""Jeroen"", ""Ooms"", role = ""aut""),
person(""David"", ""James"", role = ""aut""),
person(""Saikat"", ""DebRoy"", role = ""aut""),
person(""Hadley"", ""Wickham"", role = ""aut""),
person(""Jeffrey"", ""Horner"", role = ""aut""),
person(""RStudio"", role = ""cph""),
person(""Kungliga Tekniska Högskolan"", role = ""ctb"", comment = ""Source code for timegm""))",Implements a 'DBI'-compliant interface to 'MariaDB' (<https://mariadb.org/>) and 'MySQL' (<https://www.mysql.com/>) databases.,GPL-2,UTF-8,NA,"https://github.com/rstats-db/RMariaDB,
https://downloads.mariadb.org/connector-c/",https://github.com/rstats-db/RMariaDB/issues,6.0.1,yes,2017-12-11 17:57:16 UTC; muelleki,"Kirill Müller [aut, cre],
Jeroen Ooms [aut],
David James [aut],
Saikat DebRoy [aut],
Hadley Wickham [aut],
Jeffrey Horner [aut],
RStudio [cph],
Kungliga Tekniska Högskolan [ctb] (Source code for timegm)",Kirill Müller <krlmlr+r@mailbox.org>,CRAN,2017-12-11 22:55:30 UTC,2017-12-11 22:57:05,2017-12-11T21:55:30+00:00,2041e7945c0d93756d3e88add565c10a,NA,NA,"'MariaDBConnection.R' 'MariaDBDriver.R' 'MariaDBResult.R'
'RMariaDB.R' 'RcppExports.R' 'coerce.R' 'connect.R' 'default.R'
'export.R' 'query.R' 'quote.R' 'rownames.R' 'table.R'
'transaction.R' 'utils.R' 'zzz.R'",NA,NA,NA,NA,NA,NA,NA,"libmariadb-client-lgpl-dev or libmysqlclient-dev
(deb), mariadb-connector-c-devel or mariadb-devel (rpm),
mariadb-connector-c or mysql-connector-c (brew)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMariaDB,Database Interface and 'MariaDB' Driver,1.0.5,"c(
person(""Kirill"", ""M\u00fcller"", role = c(""aut"", ""cre""), email = ""krlmlr+r@mailbox.org"", comment = c(ORCID = ""0000-0002-1416-3412"")),
person(""Jeroen"", ""Ooms"", role = ""aut"", comment = c(ORCID = ""0000-0002-4035-0289"")),
person(""David"", ""James"", role = ""aut""),
person(""Saikat"", ""DebRoy"", role = ""aut""),
person(""Hadley"", ""Wickham"", role = ""aut""),
person(""Jeffrey"", ""Horner"", role = ""aut""),
person(""R Consortium"", role = ""fnd""),
person(""RStudio"", role = ""cph""))",Implements a 'DBI'-compliant interface to 'MariaDB' (<https://mariadb.org/>) and 'MySQL' (<https://www.mysql.com/>) databases.,GPL-2,UTF-8,NA,"https://github.com/r-dbi/RMariaDB,
https://downloads.mariadb.org/connector-c/",https://github.com/r-dbi/RMariaDB/issues,6.0.1.9000,yes,2018-04-02 20:55:50 UTC; muelleki,"Kirill Müller [aut, cre] (<https://orcid.org/0000-0002-1416-3412>),
Jeroen Ooms [aut] (<https://orcid.org/0000-0002-4035-0289>),
David James [aut],
Saikat DebRoy [aut],
Hadley Wickham [aut],
Jeffrey Horner [aut],
R Consortium [fnd],
RStudio [cph]",Kirill Müller <krlmlr+r@mailbox.org>,CRAN,2018-04-03 07:46:09 UTC,2018-04-03 07:50:42,2018-04-03T06:46:09+00:00,0947d4b9c734b0b0f39ace1ea7f827d3,NA,NA,"'MariaDBConnection.R' 'MariaDBDriver.R' 'MariaDBResult.R'
'RMariaDB.R' 'RcppExports.R' 'coerce.R' 'connect.R' 'default.R'
'export.R' 'query.R' 'quote.R' 'rownames.R' 'table.R'
'transaction.R' 'utils.R' 'zzz.R'",NA,NA,NA,NA,NA,NA,NA,"libmariadb-client-lgpl-dev or libmysqlclient-dev
(deb), mariadb-connector-c-devel or mariadb-devel (rpm),
mariadb-connector-c or mysql-connector-c (brew)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMariaDB,Database Interface and 'MariaDB' Driver,1.0.6,"c(
person(""Kirill"", ""M\u00fcller"", role = c(""aut"", ""cre""), email = ""krlmlr+r@mailbox.org"", comment = c(ORCID = ""0000-0002-1416-3412"")),
person(""Jeroen"", ""Ooms"", role = ""aut"", comment = c(ORCID = ""0000-0002-4035-0289"")),
person(""David"", ""James"", role = ""aut""),
person(""Saikat"", ""DebRoy"", role = ""aut""),
person(""Hadley"", ""Wickham"", role = ""aut""),
person(""Jeffrey"", ""Horner"", role = ""aut""),
person(""R Consortium"", role = ""fnd""),
person(""RStudio"", role = ""cph""))",Implements a 'DBI'-compliant interface to 'MariaDB' (<https://mariadb.org/>) and 'MySQL' (<https://www.mysql.com/>) databases.,GPL-2,UTF-8,NA,"https://github.com/r-dbi/RMariaDB,
https://downloads.mariadb.org/connector-c/",https://github.com/r-dbi/RMariaDB/issues,6.0.1.9000,yes,2018-05-06 17:03:59 UTC; kirill,"Kirill Müller [aut, cre] (<https://orcid.org/0000-0002-1416-3412>),
Jeroen Ooms [aut] (<https://orcid.org/0000-0002-4035-0289>),
David James [aut],
Saikat DebRoy [aut],
Hadley Wickham [aut],
Jeffrey Horner [aut],
R Consortium [fnd],
RStudio [cph]",Kirill Müller <krlmlr+r@mailbox.org>,CRAN,2018-05-06 20:21:29 UTC,2018-05-06 20:26:19,2018-05-06T19:21:29+00:00,eecc9175b3e2ca928cf4e80e8ec8b6c6,NA,NA,"'MariaDBConnection.R' 'MariaDBDriver.R' 'MariaDBResult.R'
'RMariaDB.R' 'RcppExports.R' 'coerce.R' 'connect.R' 'default.R'
'export.R' 'names.R' 'query.R' 'quote.R' 'rownames.R' 'table.R'
'transaction.R' 'utils.R' 'zzz.R'",NA,NA,NA,NA,NA,NA,NA,"libmariadb-client-lgpl-dev or libmysqlclient-dev
(deb), mariadb-connector-c-devel or mariadb-devel (rpm),
mariadb-connector-c or mysql-connector-c (brew)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMariaDB,Database Interface and 'MariaDB' Driver,1.0.7,"c(
person(""Kirill"", ""M\u00fcller"", role = c(""aut"", ""cre""), email = ""krlmlr+r@mailbox.org"", comment = c(ORCID = ""0000-0002-1416-3412"")),
person(""Jeroen"", ""Ooms"", role = ""aut"", comment = c(ORCID = ""0000-0002-4035-0289"")),
person(""David"", ""James"", role = ""aut""),
person(""Saikat"", ""DebRoy"", role = ""aut""),
person(""Hadley"", ""Wickham"", role = ""aut""),
person(""Jeffrey"", ""Horner"", role = ""aut""),
person(""R Consortium"", role = ""fnd""),
person(""RStudio"", role = ""cph""))",Implements a 'DBI'-compliant interface to 'MariaDB' (<https://mariadb.org/>) and 'MySQL' (<https://www.mysql.com/>) databases.,GPL-2,UTF-8,NA,"https://github.com/r-dbi/RMariaDB,
https://downloads.mariadb.org/connector-c/",https://github.com/r-dbi/RMariaDB/issues,6.0.1.9000,yes,2019-12-02 21:18:59 UTC; kirill,"Kirill Müller [aut, cre] (<https://orcid.org/0000-0002-1416-3412>),
Jeroen Ooms [aut] (<https://orcid.org/0000-0002-4035-0289>),
David James [aut],
Saikat DebRoy [aut],
Hadley Wickham [aut],
Jeffrey Horner [aut],
R Consortium [fnd],
RStudio [cph]",Kirill Müller <krlmlr+r@mailbox.org>,CRAN,2019-12-02 21:50:02 UTC,2019-12-03 00:14:29,2019-12-02T20:50:02+00:00,cfcddf1de19aef2ac92eed2787605af1,NA,NA,"'MariaDBConnection.R' 'MariaDBDriver.R' 'MariaDBResult.R'
'RMariaDB.R' 'RcppExports.R' 'coerce.R' 'connect.R' 'default.R'
'export.R' 'names.R' 'query.R' 'quote.R' 'rownames.R' 'table.R'
'transaction.R' 'utils.R' 'zzz.R'",NA,NA,NA,NA,NA,NA,NA,"libmariadb-client-lgpl-dev or libmysqlclient-dev
(deb), mariadb-connector-c-devel or mariadb-devel (rpm),
mariadb-connector-c or mysql-connector-c (brew)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,MySQL interface for R,0.2,NA,DataBase Interface and MySQL driver for R,LGPL version 2 or newer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-02-04 17:07:20,2000-02-04T17:07:20+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David James <dj@research.bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,NA,NA,NA,NA,NA,NA,NA
RMySQL,MySQL interface for R,0.2-3,NA,DataBase Interface and MySQL driver for R,LGPL version 2 or newer,NA,NA,NA,NA,NA,NA,NA,David James <dj@research.bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,NA,NA,NA,2000-10-06 01:37:37,2000-10-06T01:37:37+00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,MySQL interface for R,0.4-2,NA,DataBase Interface and MySQL driver for R,LGPL version 2 or newer,NA,NA,"www.omegahat.org, stat.bell-labs.com/stat/RS-DBI/index.html",NA,NA,NA,NA,David A. James <dj@research.bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,David A. James <dj@research.bell-labs.com>,NA,NA,2001-03-12 13:34:55,2001-03-10T00:00:00+00:00,NA,NA,NA,NA,NA,2001-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,MySQL interface for R,0.4-3,NA,Database Interface and MySQL driver for R,LGPL version 2 or newer,NA,NA,"www.omegahat.org, stat.bell-labs.com/stat/RS-DBI/index.html",NA,NA,NA,NA,David A. James <dj@research.bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,David A. James <dj@research.bell-labs.com>,NA,NA,2001-11-06 05:54:02,2001-11-02T00:00:00+00:00,NA,NA,NA,NA,NA,2001-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.4-5,NA,"Database interface and MySQL driver for R.<U+000a>This is a transitional version meant to fix some<U+000a>compatibility problems with the library(methods).<U+000a>The next version will be entirely based on the DBI<U+000a>(see the package DBI 0.1-3) and Version 4 classes<U+000a>and methods, library(methods).",LGPL version 2 or newer,NA,NA,"www.omegahat.org, stat.bell-labs.com/stat/RS-DBI/index.html",NA,NA,NA,NA,David A. James <dj@research.bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,David A. James <dj@research.bell-labs.com>,NA,NA,2002-05-21 11:30:49,2002-05-20T00:00:00+00:00,NA,NA,NA,NA,NA,2002-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.4-6,NA,"Database interface and MySQL driver for R.<U+000a>This is a transitional version meant to fix some<U+000a>compatibility problems with the library(methods) and<U+000a>to port to Windows.  The next major version will be<U+000a>entirely based on the DBI (see the package DBI 0.1-3)<U+000a>and Version 4 classes and methods, library(methods).",GPL,NA,NA,"www.omegahat.org, stat.bell-labs.com/stat/RS-DBI/index.html",NA,NA,NA,NA,David A. James <dj@research.bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,David A. James <dj@research.bell-labs.com>,NA,NA,2002-06-27 02:48:58,2002-06-25T00:00:00+00:00,NA,NA,NA,NA,NA,2002-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.5-0,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.1-4.,GPL,NA,NA,"www.omegahat.org, stat.bell-labs.com/stat/RS-DBI/index.html",NA,NA,NA,NA,David A. James <dj@research.bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,David A. James <dj@research.bell-labs.com>,NA,NA,2002-10-01 14:19:05,2002-09-09T00:00:00+00:00,NA,NA,NA,NA,NA,2002-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.5-1,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.1-4.,GPL,NA,NA,"www.omegahat.org, stat.bell-labs.com/stat/RS-DBI/index.html",NA,NA,NA,NA,David A. James <dj@research.bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,David A. James <dj@research.bell-labs.com>,NA,NA,2003-04-07 10:20:25,2003-03-31T00:00:00+00:00,NA,NA,NA,NA,NA,2003-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.5-2,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.1-4.,GPL,NA,NA,"www.omegahat.org, stat.bell-labs.com/stat/RS-DBI/index.html",NA,NA,NA,NA,David A. James <dj@research.bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,David A. James <dj@research.bell-labs.com>,NA,NA,2003-05-17 05:18:34,2003-05-16T00:00:00+00:00,NA,NA,NA,NA,NA,2003-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.5-3,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.1-4.,GPL,NA,NA,stat.bell-labs.com/RS-DBI www.omegahat.org,NA,NA,NA,NA,David A. James <dj@research.bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,David A. James <dj@research.bell-labs.com>,NA,NA,2003-12-02 14:12:01,2003-12-02T00:00:00+00:00,NA,NA,NA,NA,NA,2003-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.5-4,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.1-4.,GPL,NA,NA,stat.bell-labs.com/RS-DBI www.mysql.com www.omegahat.org,NA,NA,NA,Mon Apr 12 14:09:35 2004; dj,David A. James <dj@bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,David A. James <dj@bell-labs.com>,NA,NA,2004-04-13 03:17:18,2004-04-12T18:09:35+00:00,NA,NA,NA,NA,NA,2004-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.5-5,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.1-4.,GPL,NA,NA,stat.bell-labs.com/RS-DBI www.mysql.com www.omegahat.org,NA,NA,NA,Mon Jun 21 13:40:37 2004; dj,David A. James <dj@bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,David A. James <dj@bell-labs.com>,NA,NA,2004-06-22 14:13:00,2004-06-21T17:40:37+00:00,NA,NA,NA,NA,NA,2004-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.5-7,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.1-8.,GPL,NA,NA,stat.bell-labs.com/RS-DBI www.mysql.com www.omegahat.org,NA,NA,NA,Sat Jan 28 14:26:14 2006; dj,David A. James <dj@bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,David A. James <dj@bell-labs.com>,NA,NA,2006-01-28 16:27:17,2006-01-28T19:26:14+00:00,NA,NA,NA,NA,NA,2006-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.5-9,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.1-8.,GPL,NA,NA,stat.bell-labs.com/RS-DBI www.mysql.com www.omegahat.org,NA,NA,NA,Mon Sep 25 13:40:19 2006; seth,David A. James <dj@bell-labs.com><U+000a>Saikat DebRoy <saikat@stat.wisc.edu>,David A. James <dj@bell-labs.com>,NA,NA,2006-10-07 15:25:19,2006-09-25T17:40:19+00:00,NA,NA,NA,NA,NA,2006-09-25,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.5-10,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.1-8.,GPL,NA,NA,stat.bell-labs.com/RS-DBI www.mysql.com www.omegahat.org,NA,NA,NA,Thu Oct 26 10:33:36 2006; sfalcon,David A. James and Saikat DebRoy,David A. James <daj025@gmail.com>,NA,NA,2006-10-27 11:13:44,2006-10-26T14:33:36+00:00,NA,NA,NA,S4R.R zzz.R dbObjectId.R MySQL.R MySQLSupport.R,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.5-11,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.1-8.,GPL,NA,NA,www.mysql.com www.omegahat.org,NA,NA,NA,Fri Dec 22 18:17:34 2006; dj,David A. James and Saikat DebRoy,David A. James <daj025@gmail.com>,NA,NA,2007-01-05 08:21:09,2006-12-22T23:17:34+00:00,NA,NA,NA,S4R.R zzz.R dbObjectId.R MySQL.R MySQLSupport.R,NA,2006-12-22,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.6-0,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.2-2.,GPL,NA,NA,www.mysql.com www.omegahat.org<U+000a>bioconductor.org/packages/release/extra,NA,NA,NA,Thu May 31 22:36:19 2007; dj,David A. James and Saikat DebRoy,David A. James <daj025@gmail.com>,NA,NA,2007-06-01 03:16:29,2007-06-01T02:36:19+00:00,NA,NA,NA,S4R.R zzz.R MySQLSupport.R dbObjectId.R MySQL.R,NA,2007-05-31,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.6-1,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.2-2.,LGPL version 2 or later,NA,NA,www.mysql.com www.omegahat.org<U+000a>bioconductor.org/packages/release/extra,NA,NA,NA,Sun Sep  7 21:52:36 2008; dj,David A. James and Saikat DebRoy,David A. James <daj025@gmail.com>,NA,NA,2008-09-08 02:52:21,2008-09-08T01:52:36+00:00,NA,NA,NA,S4R.R zzz.R MySQLSupport.R dbObjectId.R MySQL.R,NA,2008-09-06,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.7-2,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.2-2.,GPL-2,NA,NA,www.mysql.com www.omegahat.org<U+000a>bioconductor.org/packages/release/extra,NA,NA,NA,Thu Dec  4 15:29:47 2008; hornerj,David A. James and Saikat DebRoy,Jeffrey Horner <jeff.horner@vanderbilt.edu>,NA,NA,2008-12-05 03:54:41,2008-12-04T20:29:47+00:00,NA,NA,NA,S4R.R zzz.R MySQLSupport.R dbObjectId.R MySQL.R,NA,2008-09-06,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.7-3,NA,Database interface and MySQL driver for R.<U+000a>This version complies with the database interface<U+000a>definition as implemented in the package DBI 0.2-2.,GPL-2,NA,NA,http://biostat.mc.vanderbilt.edu/RMySQL,NA,NA,NA,Tue Feb  3 14:43:25 2009; hornerj,David A. James and Saikat DebRoy,Jeffrey Horner <jeff.horner@vanderbilt.edu>,NA,NA,2009-02-04 04:30:13,2009-02-03T19:43:25+00:00,NA,NA,NA,S4R.R zzz.R MySQLSupport.R dbObjectId.R MySQL.R,NA,2009-02-02,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.7-4,NA,Database interface and MySQL driver for R. This version<U+000a>complies with the database interface definition as implemented<U+000a>in the package DBI 0.2-2.,GPL-2,NA,NA,http://biostat.mc.vanderbilt.edu/RMySQL,NA,NA,NA,Tue Apr 7 15:19:44 2009; hornerj,David A. James and Saikat DebRoy,Jeffrey Horner <jeff.horner@vanderbilt.edu>,CRAN,2009-04-14 17:26:56,2009-04-14 13:27:04,2009-04-14T17:26:56+00:00,NA,NA,NA,S4R.R zzz.R MySQLSupport.R dbObjectId.R MySQL.R,NA,2009-04-07,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.7-5,NA,Database interface and MySQL driver for R. This version<U+000a>complies with the database interface definition as implemented<U+000a>in the package DBI 0.2-2.,GPL-2,NA,NA,http://biostat.mc.vanderbilt.edu/RMySQL,NA,NA,NA,2010-07-13 20:47:41 UTC; hornerj,David A. James and Saikat DebRoy,Jeffrey Horner <jeffrey.horner@gmail.com>,CRAN,2010-07-24 19:41:48,2010-07-24 15:41:53,2010-07-24T19:41:48+00:00,NA,NA,NA,S4R.R zzz.R MySQLSupport.R dbObjectId.R MySQL.R,NA,2010-07-13,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RMySQL,R interface to the MySQL database,0.8-0,NA,Database interface and MySQL driver for R. This version<U+000a>complies with the database interface definition as implemented<U+000a>in the package DBI 0.2-2.,GPL-2,NA,NA,http://biostat.mc.vanderbilt.edu/RMySQL,NA,NA,NA,2011-06-08 20:41:24 UTC; hornerj,David A. James and Saikat DebRoy,Jeffrey Horner <jeffrey.horner@gmail.com>,CRAN,2011-06-09 05:59:41,2011-06-09 01:59:47,2011-06-09T05:59:41+00:00,NA,NA,NA,S4R.R zzz.R MySQLSupport.R dbObjectId.R MySQL.R,NA,2010-07-13,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
